latitude,longitude,altitude,geometry,coordinates,OBJECTID,MaintainedBy,PBID,WHOLESTNAME,BEG_DESC,END_DESC,ACPT_DATE,TOT_FTa,TOT_MIa,ACPT_PROCESS,CARDIST,FIELDIST,MONTH_ACCEPT,DAY_ACCEPT,YEAR_ACCEPT,FY_REPORTEDa,NOTES,PREFIXDIRECTION,STREETNAME,STREETTYPE,SUFFIX,STNAMECHANGE,DATESTNAMECHANGE,TOPO,REC_MERGED,SR_FORMER,NCDOT_ACCEPTED,ANNEXATION_ACCEPTED,DATE_RECORDADDED,TIME_RECORDADDED,PREVIOUS_OMISSION,UPDATED,TERMINI,DIVIDED,DATE_UPDATED,DOTReleaseNote,ShapeSTLength
,,,LineString,"-80.95887351709793,35.33021654574958,-80.95889593177678,35.3302537419321,-80.95900207168076,35.330425615941294,-80.9590767046012,35.330542351047306,-80.9591489919485,35.33065454321681,-80.95920994924496,35.330748827165436,-80.95922331695877,35.33077013757746,-80.95929053227266,35.33088057903179,-80.95933203502187,35.330946485161896,-80.95936433901427,35.33099778592681,-80.95941786437987,35.3310802286521,-80.95946969195191,35.33116005372112,-80.95951368171684,35.33123147941749,-80.95956130554971,35.33130880464876,-80.95963249404541,35.33142248285829,-80.95967233033879,35.3314860970796,-80.95980846176222,35.33170786913943,-80.95985105341747,35.33177561248076,-80.95993574440494,35.3319103169912,-80.96002156318339,35.33204371156068,-80.96006639652911,35.33211339894179,-80.96014736915966,35.33223937281809,-80.96027312726254,35.33243502269897,-80.96037525168903,35.332594325871064,-80.96045606815368,35.332720389670015,-80.9605970949032,35.33294803481678,-80.96076977145687,35.333224864404436,-80.9608846166842,35.33340965132511,-80.96101433898068,35.333620304751165,-80.96107890679524,35.333724451879235,-80.9611457690939,35.333832302749215,-80.9612631192301,35.334016590162186,-80.96137417349136,35.33419479606359,-80.96145527872386,35.33432470710159,-80.96151811636645,35.33442720392527,-80.96159048229185,35.334542369987794,-80.96166805365544,35.33466478068998,-80.96174772576717,35.33479311222763,-80.96182736290503,35.33492007020298",24958654,STATE,0,Rozzelles Ferry Rd,,,,,,,,,,,,,,,ROZZELLES FERRY,RD,,,,F-18,,,,,,,,,,0,,,1925.2947644350354
,,,LineString,"-80.828476330097,35.22386440776908,-80.8284481525674,35.2237756566498,-80.82837620645957,35.22363118563817,-80.82830752234715,35.2235055793344,-80.82824139260016,35.223381768766714,-80.82820190153386,35.22331387862362,-80.82817114288277,35.223260995290126,-80.8281081183576,35.22316370190138,-80.8280406822812,35.22306876641043,-80.82792491727704,35.222909519687086,-80.82791325095549,35.222893322239486,-80.82790158463857,35.22287712479073,-80.82771184110132,35.222617314697516,-80.82748450528968,35.222323950712095,-80.82736252845939,35.22216136385998,-80.8271733757335,35.221902919805004,-80.82704089245424,35.22171987859634,-80.82692084906913,35.221556346633214,-80.82681889032675,35.22141521184096,-80.82673890712826,35.221295730186114,-80.82665928566263,35.221167541727,-80.8265440020881,35.22090678227277,-80.82651972144957,35.220872010552526,-80.82649847980802,35.220841339190144",24958661,STATE,0,Independence/I-277 Ra,,,,,,,,,,,,,,,INDEPENDENCE/I-277,RA, ,,,L28,,,,,,,N,,,0,,,1252.4623580374964
,,,LineString,"-80.77669341542266,35.191264305350536,-80.77643059910686,35.19117358671317,-80.77537749588905,35.19080271242465",24958668,STATE,0,Monroe Rd,,,,,,,,,,,,,, ,MONROE,RD, ,,,O-30,,,,,,,,NO,,0,,,427.5410627436226
,,,LineString,"-80.91974065960656,35.23856550636518,-80.9195764390749,35.23851452260901,-80.91939748519368,35.23846606195539,-80.91936768480673,35.238457146272964",24958671,STATE,,S I-85 Hy,,,,,,,,,,,,,,S,I-85,HY, ,,,H26,,,,,,,N,,,1,,,118.16912856721568
,,,LineString,"-80.8467900856209,35.243675566309186,-80.84675326042846,35.243676586991214,-80.84669467910737,35.24367839660577,-80.84662710703874,35.243677595275315,-80.84653874697476,35.243671158016134,-80.84644974194275,35.243660836767894,-80.84637918586928,35.24365160798627,-80.8462698863111,35.243632664860165,-80.84616188936208,35.2436095795538,-80.8460546362255,35.24358236059674,-80.84600659047865,35.24356866593459,-80.84592619750273,35.243544243780384,-80.8458482299476,35.24351589080391,-80.84577213209388,35.2434838439266,-80.84569817408865,35.243447643870766,-80.84562748490377,35.243407958735546,-80.84561077858689,35.24339756454423,-80.84559407436713,35.2433871703187,-80.84546521955488,35.24330600464324,-80.84533991108931,35.24322111941683,-80.84521760371516,35.24313321343565,-80.84516903959748,35.24309662406292,-80.84495987465246,35.24294628735156,-80.8448021213965,35.242832901755285",24958672,STATE,0,N I-77 Exit 11 Ra,,,,,,,,,,,,,,N,I-77 EXIT 11,RA, ,,,K-26,,,,,,,,NO,,0,,,690.0408753284198
,,,LineString,"-80.80938672744466,35.370964148564624,-80.80933324907242,35.370993610960866,-80.80919609767646,35.37106917079323,-80.80881219725039,35.37128169263861,-80.80831533313842,35.371556814687395,-80.80783805115719,35.37181996156516,-80.8074225054883,35.37203373070645,-80.80736860184216,35.37206563229578,-80.80718657434306,35.372173363768326,-80.80710833058448,35.37221967075816",24958673,STATE,0,Eastfield Rd,,,,,,,,,,,,,, ,EASTFIELD,RD, ,,,M-14,,,,,,,,NO,,0,,,818.7439349297658
,,,LineString,"-80.92423649040299,35.2223219336181,-80.92444719626064,35.22235728626164,-80.9247135451974,35.22239701936529,-80.92514319308894,35.222449955054834,-80.92543990109883,35.222475232274626,-80.92565932168554,35.22248960252226,-80.92578068912832,35.22248812889505,-80.92584784367553,35.22248362447233",24958675,STATE,0,Josh Birmingham Py,,,,,,,,,,,,,, ,JOSH BIRMINGHAM,PY, ,,,G27,,,,,,,N,,,1,,,486.0307634457351
,,,LineString,"-80.68603862886263,35.25874921130187,-80.68601983238295,35.258751190710875,-80.6859423840899,35.25875936998526,-80.6857646668413,35.25877924947688,-80.68558753214944,35.25880026618607,-80.6854395840683,35.25881433921916,-80.6853350735717,35.258824164260666,-80.68518230338823,35.25883522288012,-80.68504727068937,35.25884007964561,-80.68493505121553,35.25884095513442,-80.68482530115836,35.258839735100935,-80.68473952276274,35.25883657879055,-80.684635242072,35.25882978634054,-80.68448233125497,35.25882069251355,-80.68443133432622,35.25881178417203,-80.68435187481857,35.25880373054553,-80.68429082759354,35.258794962028226,-80.68421102338154,35.258783706475285,-80.68412336198178,35.25877049917638,-80.68403371698092,35.25875594539217,-80.68388738799037,35.25872752458732,-80.68368582348292,35.25868773430688,-80.68345845925042,35.25864257634524,-80.68320359178252,35.25859047351252,-80.68291178662449,35.25853430488744,-80.68269565555913,35.258492195920255,-80.68251312750655,35.25845488705368,-80.68236651169603,35.25842600983035,-80.68226753354945,35.25840562981456,-80.68206905370135,35.258366480993516,-80.68191347742149,35.25833635374653,-80.68177805910194,35.258308924363504,-80.68160424732498,35.25827446948635,-80.68146604137634,35.258247306924495,-80.6813197141607,35.258218881295726,-80.68115092213331,35.25818412759932,-80.6809701032826,35.25814839685292,-80.68082776299681,35.258123808895974,-80.68069638127452,35.258102503639904,-80.68054546962648,35.2580819280367,-80.68033534452157,35.25806011341905,-80.6801997367859,35.25805054723347,-80.68005971113405,35.25804332998145,-80.67995747944792,35.258041085727875,-80.67985189363947,35.258038657798444,-80.6798295566517,35.25803862435634,-80.67980722175727,35.258038590881085,-80.67975640323661,35.25803838083418,-80.67972597093427,35.25803834466511,-80.67970699041221,35.258038608117936,-80.67960650898756,35.25804000276725,-80.67951471931606,35.25804310931012,-80.67941740121334,35.25804904055432,-80.67928693587562,35.25805863660797,-80.67916961794934,35.25806942411693,-80.67908808935849,35.2580778445505,-80.67906928580575,35.258079785192535,-80.67896936306933,35.25809304313102,-80.67885160413203,35.2581095609779,-80.67872999089951,35.25812865351104,-80.67860508744536,35.25815076632222,-80.67846608120543,35.25817948786542,-80.6783194160638,35.258215872599045,-80.67817144154814,35.25825639738294,-80.67797331826341,35.25831570980489,-80.6778897794308,35.25833999636165,-80.67777472535114,35.2583793771949,-80.67766385790712,35.258418699877126,-80.67756608387813,35.258456697076696,-80.67741466244243,35.25851970995036,-80.67720902767667,35.258607521139304,-80.67705403238809,35.258673332848836,-80.67690347109475,35.25873747874197,-80.6767047438483,35.258821758280256,-80.67646673827744,35.25892398534708,-80.67627766471436,35.259002632622945,-80.67607676378296,35.25908991769567,-80.67587165679528,35.25917634523093,-80.67568868642185,35.25925307616297,-80.67538922252972,35.25938088446305,-80.67515729448847,35.25948004828365,-80.67484785592609,35.25961165677639,-80.67459344960308,35.259717542118416,-80.67437867778295,35.25980936675048,-80.6741118227355,35.25992091938739,-80.67388791414159,35.26001653472949,-80.67364685140366,35.260119713861336,-80.6733813885552,35.26023124560041,-80.67322397118203,35.26030166644018,-80.67302859308268,35.26038635037138,-80.67290169854022,35.26044764610134,-80.67275134236687,35.26052208905174,-80.67263058271001,35.26058306954392,-80.67250686681098,35.26064958857487,-80.67241442229268,35.260702620400636,-80.6723052433153,35.26077008220107,-80.67222589930232,35.2608220174066,-80.67213248908162,35.26088239104473,-80.67203160344901,35.26094584436526,-80.67195009800525,35.26100124430148,-80.67185126871877,35.261069708282875,-80.67163011020779,35.2612179510543,-80.67138966654642,35.26137882766545,-80.67116603390919,35.261528936329015,-80.6711219689233,35.261558627697816,-80.67090997878739,35.2617046814701,-80.67072487128533,35.26182746395254,-80.67053539913917,35.26195534561356,-80.67034317072846,35.26208486574393,-80.67017988193811,35.262196125615795,-80.67001795615292,35.26230576228073,-80.66981659724581,35.262439531319345,-80.66963840975389,35.26255946855728,-80.66948278378679,35.262663293051084,-80.66921433890775,35.262847908090585,-80.66909451701989,35.26292765144387,-80.66898758021159,35.262999038121905",24958677,STATE,,Plaza Rd Ext,,,,,,,,,,,,,, ,PLAZA,RD,EXT,,,T24,,,,,,,N,,,0,,,5649.421672658535
,,,LineString,"-80.76191861653652,35.06093393829901,-80.76183605226231,35.060955656633105,-80.76130932145426,35.06109420694246,-80.7605629964649,35.0613322756056,-80.75945525986978,35.06170522806609,-80.75894424291548,35.061902756614856,-80.75882028320814,35.06195380115415,-80.75854329059389,35.0620695302944,-80.75836536456796,35.062143867913505,-80.75785092447984,35.0623638837732,-80.75762940271548,35.06246306638077,-80.75742031947644,35.062557943539815,-80.75727527058578,35.062631637728224,-80.75713956766683,35.0627005839487",24958682,STATE,0,I-485 Hy,,,,,,,,,,,,,, ,I-485,HY, ,,,O-42,,,,,,,,NO,,1,,,1571.537604215169
,,,LineString,"-80.72813646330212,35.29175318002692,-80.72808150522651,35.291890814264534,-80.7279757075074,35.29213048978452,-80.72786335620866,35.292377357297255,-80.72774294528143,35.292639223859815,-80.72760110826229,35.29291811450761,-80.72754822587083,35.29303222639382,-80.72738013921835,35.2933904978846,-80.72726808408072,35.293664612629435,-80.7271876856358,35.29382468822765,-80.72705091302733,35.29411862016545,-80.72694416754827,35.29435349902904,-80.72687044034666,35.294512105192005,-80.72680347126705,35.294686417940326,-80.72671834521803,35.29488709439474,-80.72658439649983,35.29516953462928,-80.72649868381147,35.2953425102951,-80.72643921795773,35.2954624417407,-80.7263477484428,35.29565381858282,-80.72616941060687,35.29606925634387,-80.72598018480505,35.29652446733511,-80.7258278244743,35.29688732114816,-80.72566813974795,35.29727363756556,-80.72550093896922,35.29767448811245,-80.72534492142101,35.29804953110348,-80.72528008862083,35.29821946014155,-80.72523789514572,35.29835059382372",24958691,STATE,,Old Concord Rd,,,,,,,,,,,,,, ,OLD CONCORD,RD, ,,,Q21,,,,,,,N,,,0,,,2553.055857630779
,,,LineString,"-80.99219900142597,35.09068719106053,-80.99220753396398,35.09063378702073,-80.99221390371626,35.09059527995415,-80.99227454544672,35.090228685133766,-80.99230816642344,35.09001862603854,-80.99232893928797,35.08988883270975,-80.99238047126944,35.089568725718415,-80.9924288841692,35.089257828776034,-80.99247430150209,35.088949731216175,-80.99254068408136,35.08851898943746,-80.99256662626588,35.088360535543025,-80.99258869073613,35.0882257344161,-80.99263785934482,35.087911619669015,-80.992653618014,35.08774692171008,-80.99265420695546,35.087659892996285,-80.9926546463723,35.08759506251056,-80.99264835364745,35.08748569222348,-80.99264156807133,35.08743605525253,-80.99263376496008,35.08737898037393,-80.9926176233161,35.087298607170524,-80.99260648722768,35.087243160676266,-80.99256150148616,35.08706686937114,-80.99250285092064,35.08687866301747,-80.99248123748856,35.08681663722204,-80.99246270259361,35.08676344099273,-80.99235793098464,35.086443621426035",24958700,STATE,0,Steele Creek Rd,,,,,,,,,,,,,, ,STEELE CREEK,RD, ,,,D-39,,,,,,,,,,0,,,1563.4836904976287
,,,LineString,"-80.82845190210112,35.020653020599,-80.82857250480863,35.02065766667016,-80.8287505940034,35.02066452620454,-80.82899945316234,35.02065113538954,-80.82907405638484,35.0206428110554,-80.82917523519222,35.02063152280537,-80.8293558240391,35.020590310028254,-80.82954733658765,35.02053977121991,-80.8296543086296,35.02050562753415",24958704,STATE,0,Wade Ardrey Rd,,,,,,,,,,,,,, ,WADE ARDREY,RD, ,,,L-45,,,,,,,,NO,,0,,,367.9737759215776
,,,LineString,"-80.77815330629387,35.22409454292168,-80.77843010427831,35.22369589117944,-80.77848747681232,35.223613749912275,-80.77859027079738,35.22346609218293,-80.77871910416702,35.2232810275127,-80.77873047183995,35.22326483026981,-80.77900005645058,35.222881167626106,-80.77923063117917,35.22256426299578,-80.77944724901258,35.222247333050035",24958708,STATE,0,Eastway Dr,,,,,,,,,,,,,, ,EASTWAY,DR, ,,,O-28,,,,,,,,NO,,0,,,775.4588603108194
,,,LineString,"-80.8728614626016,35.07995387355183,-80.87280212337917,35.07967246480825,-80.87276861316275,35.07951353836069,-80.87267156632329,35.079072352692336,-80.87264956635752,35.078927131323,-80.87264233621218,35.07887939533841,-80.87262494370098,35.078764588783706,-80.87257403084428,35.07854154496125,-80.87255878521084,35.07847475761849,-80.8725474074352,35.078424918297316,-80.87252211260106,35.07831410238943,-80.87246980284039,35.07812658367206,-80.87244449743709,35.07803587624867,-80.87241161743856,35.07791801197752,-80.87238397787203,35.077809803698194,-80.87229316250637,35.07745425504177,-80.87226423106007,35.07736804217308,-80.87218551103346,35.077133467764554,-80.87212122943845,35.07695910266198,-80.87209341678367,35.07688366258139",24958712,STATE,0,I-485 Hy,,,,,,,,,,,,,, ,I-485,HY, ,,,J-40,,,,,,,,NO,,1,,,1141.952290656327
,,,LineString,"-80.75722142682788,35.31107150377619,-80.75730966804004,35.31113318133301,-80.75762765272277,35.31135528137772,-80.75814612528079,35.311662866475984",24958718,STATE,0,W W T Harris Bv,,,,,,,,,,,,,,W,W T HARRIS,BV, ,,,P-20,,,,,,,,NO,,0,,,350.1603813188894
,,,LineString,"-80.78288153483012,35.19389992848643,-80.78280705835422,35.19386898171358,-80.78275721103506,35.1938482692399,-80.78273978022949,35.19384102728024,-80.7824979471427,35.19374054154392,-80.78238803299604,35.193694869964354",24958720,STATE,0,Monroe Rd,,,,,,,,,,,,,, ,MONROE,RD, ,,,N-30,,,,,,,,NO,,0,,,165.24846588885543
,,,LineString,"-80.92594534791914,35.18992396977763,-80.92530090680114,35.19004164156361,-80.92476670523797,35.19012572226538,-80.92447598820004,35.19018371133156,-80.92422933244337,35.19021740861105,-80.92410648037823,35.19022486008767,-80.92392371831069,35.1902234175954,-80.92371324213121,35.19018256513698,-80.92346341236257,35.190129057687,-80.92320779335901,35.190054800142164",24958723,STATE,0,Yorkmont Rd,,,,,,,,,,,,,, ,YORKMONT,RD, ,,,G-30,,,,,,,,NO,,0,,,838.0249821296707
,,,LineString,"-80.77996079161015,35.369323342630345,-80.77997547279229,35.36925370040476,-80.77998482548854,35.36918314472628,-80.77998879573612,35.36911208268418,-80.78000013281842,35.36890287952839,-80.78000900219332,35.368652795989696,-80.78002174103048,35.36842439604285,-80.7800247459373,35.36837252452703,-80.78003233612274,35.36832112343071,-80.78004445185331,35.36827059727223,-80.78006099778013,35.3682213436843",24958724,STATE,,Prosperity Ridge Rd,,,,,,,,,,,,,,,PROSPERITY RIDGE,RD,,,,,,,,,,,N,,,0,,,402.93839635439997
,,,LineString,"-80.83552167783714,35.28418009107987,-80.8356039917473,35.284387242655505,-80.835679550599,35.28459197693307,-80.83573573771045,35.284755094487885,-80.83576674990462,35.28486365901401,-80.83577182170305,35.28488141907155,-80.83578523515168,35.28493736991046,-80.8358023438507,35.285008743454824,-80.83580826451453,35.28503590464181,-80.83598899764897,35.2858543925146,-80.83601965475252,35.285987667884,-80.83603695936962,35.28607374253676",24958727,STATE,0,Statesville Rd,,,,,,,,,,,,,, ,STATESVILLE,RD, ,,,L-22,,,,,,,,NO,,0,,,707.1603586034183
,,,LineString,"-80.89598622457665,35.24985959362385,-80.89604749318235,35.2497607251923,-80.89612168191422,35.24963772808661,-80.8961729185845,35.24953615870013,-80.89626390941635,35.24931946071392,-80.89629459628193,35.24922963879364,-80.89632872716302,35.249129737252055,-80.89634413164381,35.24907436943087,-80.89635886749264,35.249021399551204,-80.8963819230077,35.24887263749827,-80.89639096124003,35.24869730055355,-80.89638037128816,35.24853028727663,-80.89636057835185,35.24838769308541,-80.89635440366625,35.24826641214901,-80.89631256544526,35.24801629810534,-80.8963092189198,35.24797689210357,-80.89630295027362,35.24790308712537",24958736,STATE,0,I-85 Ra,,,,,,,,,,,,,, ,I-85,RA, ,,,I-25,,,,,,,,NO,,0,,,734.7885236897802
,,,LineString,"-80.93554993373851,35.19341426207718,-80.9355894634046,35.193410652645795,-80.93627637697762,35.19337743883217,-80.93659459353582,35.193360283148145,-80.93691694552673,35.19334290407528,-80.93755754619623,35.19330973950528,-80.93775239342727,35.1933008080529,-80.9379109164163,35.19329354057139",24958741,STATE,0,Byrum Dr,,,,,,,,,,,,,, ,BYRUM,DR, ,,,G-30,,,,,,,,NO,,0,,,706.7457802491862
,,,LineString,"-80.91995821092428,35.23777653357873,-80.91987937831658,35.238091305437266,-80.91979556082788,35.23837226269147",24958742,STATE,,Billy Graham Py,,,,,,,,,,,,,, ,BILLY GRAHAM,PY, ,,,H26,,,,,,,N,,,0,,,222.2244511716263
,,,LineString,"-80.94174691658728,35.12964379284976,-80.94238698756352,35.12977007770924,-80.9428438529608,35.12990884692433,-80.94328853062066,35.13003462752892,-80.94339928135736,35.130065953773816,-80.94391120551693,35.130198793787926,-80.94446059579758,35.130371336705856,-80.94519553916483,35.13058600734598,-80.94564368235186,35.130716337195885,-80.94606409028644,35.13083859948125,-80.94642513788227,35.13093355102837,-80.94676660176768,35.131025611929616,-80.94713932226317,35.131119000882926,-80.94720071658897,35.13113335518829,-80.94742190252418,35.13118498515285,-80.94777195396082,35.13127461348694",24958744,STATE,0,WESTINGHOUSE BV,,,,,,,,,,,,,, ,WESTINGHOUSE,BV, ,,,F-36,,,,,,,,NO,,0,,,1897.9058641887468
,,,LineString,"-80.85258070101659,35.219606717616365,-80.85279510182228,35.219401444473775,-80.85284098003575,35.21935722987214",24958747,STATE,0,S Tryon St,,,,,,,,,,,,,,S,TRYON,ST, ,,,K-28,,,,,,,,NO,,0,,,119.52978646531425
,,,LineString,"-80.79355182662438,35.282144008845755,-80.79355862666145,35.28256665580143,-80.79356992065783,35.28324389328376,-80.79357565175886,35.28379548789523,-80.79358196727277,35.284348219406155,-80.79360596907921,35.28467694777871",24958751,STATE,0,W Sugar Creek Rd,,,,,,,,,,,,,,W,SUGAR CREEK,RD, ,,,N-22,,,,,,,,NO,,0,,,922.125309762761
,,,LineString,"-81.00277169835759,35.10564442425906,-81.00294910323046,35.10569630711534,-81.00318967155197,35.105766661783875,-81.00343636994066,35.105836981288505,-81.00360728732885,35.10588569863374,-81.00391476069245,35.10599098563793,-81.0042086267029,35.106098101972",24958755,STATE,0,Pilcher Dr,,,,,,,,,,,,,, ,PILCHER,DR, ,,,C-38,,,,,,,,,,0,,,460.6551687845953
,,,LineString,"-80.80346233942313,35.32388242828313,-80.80303751879299,35.324319514459546,-80.80295203348587,35.32440872551188",24958770,STATE,0,W Sugar Creek Rd,,,,,,,,,,,,,,W,SUGAR CREEK,RD, ,,,N-18,,,,,,,,NO,,0,,,244.66127519509345
,,,LineString,"-80.83502463025535,35.27628107196554,-80.83497927635085,35.27637519550631,-80.83487687442461,35.2765897269072,-80.83477044647185,35.276885847256125,-80.83472809523577,35.277038779512566,-80.83469078752768,35.277192552484614,-80.83467894028713,35.27724929859272",24958772,STATE,0,Statesville Rd,,,,,,,,,,,,,, ,STATESVILLE,RD, ,,,L-23,,,,,,,,NO,,0,,,368.127507010867
